date,year,month,category,state,county,title,fema_number
1/8/2023,2023,1,Flood,CA,Merced County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591
3/9/2023,2023,3,Flood,CA,Merced County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592
4/11/2023,2023,4,Flood,MN,Stevens County,SEVERE STORMS AND FLOODING,4722
7/9/2023,2023,7,Flood,VT,Lamoille County,FLOODING,3595
7/7/2023,2023,7,Flood,VT,Lamoille County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4720
2/15/2023,2023,2,Flood,KY,Wolfe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4711
4/24/2023,2023,4,Flood,IA,Dubuque County,FLOODING,4732
4/11/2023,2023,4,Flood,MN,Big Stone County,SEVERE STORMS AND FLOODING,4722
1/8/2023,2023,1,Flood,CA,Yuba County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3591
3/9/2023,2023,3,Flood,CA,Yuba County,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3592
7/9/2023,2023,7,Flood,NH,Belknap County,SEVERE STORMS AND FLOODING,4740
4/19/2023,2023,4,Tornado,OK,McClain County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706
4/19/2023,2023,4,Tornado,OK,Pottawatomie County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706
4/19/2023,2023,4,Tornado,OK,Cleveland County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4706
8/30/2023,2023,8,Fire,LA,Vernon Parish,HIGHWAY 113 FIRE,5486
8/26/2023,2023,8,Fire,LA,Vernon Parish,LIONS CAMP ROAD FIRE,5485
8/25/2023,2023,8,Fire,LA,Vernon Parish,IDA FIRE,5484
4/8/2023,2023,4,Fire,NE,Cass County,WACONDA-BEAVER LAKE FIRE COMPLEX,5462
8/19/2023,2023,8,Fire,WA,Spokane County,OREGON FIRE,5481
8/18/2023,2023,8,Fire,WA,Spokane County,GRAY FIRE,5479
4/2/2023,2023,4,Fire,NM,Torrance County,"ECHO RIDGE FIRE, NM FMAG",5461
7/29/2023,2023,7,Fire,WA,Okanogan County,EAGLE BLUFF FIRE,5472
4/14/2023,2023,4,Fire,RI,Washington County,QUEENS RIVER FIRE,5464
8/18/2023,2023,8,Fire,MT,Sanders County,RIVER ROAD EAST FIRE,5480
3/31/2023,2023,3,Fire,OK,Washington County,"GAP ROAD FIRE, OKLAHOMA FMAG",5460
8/8/2023,2023,8,Fire,HI,Hawaii County,KOHALA RANCH FIRE,5474
8/8/2023,2023,8,Fire,HI,Hawaii County,MAUNA KEA BEACH FIRE,5478
8/8/2023,2023,8,Fire,HI,Hawaii County,WILDFIRES AND HIGH WINDS,4724
3/31/2023,2023,3,Fire,OK,Oklahoma County,"HEFNER FIRE, OKLAHOMA FMAG",5459
3/31/2023,2023,3,Fire,OK,Logan County,"SIMPSON FIRE, OKLAHOMA FMAG ",5458
7/2/2023,2023,7,Fire,WA,Skamania County,TUNNEL FIVE FIRE,5467
5/10/2023,2023,5,Fire,NM,San Miguel County,LAS TUSAS FIRE,5465
7/21/2023,2023,7,Fire,WA,Klickitat County,NEWELL ROAD FIRE,5470
8/9/2023,2023,8,Fire,HI,Maui County,UPCOUNTRY FIRE,5476
8/8/2023,2023,8,Fire,HI,Maui County,WILDFIRES AND HIGH WINDS,4724
8/9/2023,2023,8,Fire,HI,Maui County,LAHAINA FIRE,5475
8/9/2023,2023,8,Fire,HI,Maui County,PULEHU FIRE,5477
6/27/2023,2023,6,Fire,AZ,Maricopa County,DIAMOND FIRE,5466
5/10/2023,2023,5,Fire,NM,Mora County,LAS TUSAS FIRE,5465
8/2/2023,2023,8,Fire,AK,Fairbanks North Star Borough,LOST HORSE CREEK FIRE,5473
8/23/2023,2023,8,Fire,LA,Beauregard Parish,TIGER ISLAND FIRE,5482
7/10/2023,2023,7,Fire,WA,Grant County,BAIRD SPRINGS FIRE,5469
8/30/2023,2023,8,Fire,LA,Rapides Parish,HIGHWAY 113 FIRE,5486
7/4/2023,2023,7,Fire,WA,Mason County,MCEWAN FIRE,5468
4/13/2023,2023,4,Fire,KS,Washington County,HADDAM FIRE,5463
7/22/2023,2023,7,Fire,OR,Klamath County,GOLDEN FIRE,5471
8/24/2023,2023,8,Fire,OR,Marion County,LIBERTY FIRE,5483
8/30/2023,2023,8,Tropical Storm,GA,Clinch County,HURRICANE IDALIA,4738
9/15/2023,2023,9,Tropical Storm,ME,Piscataquis County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Bradford County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Penobscot County,HURRICANE LEE,3598
8/30/2023,2023,8,Tropical Storm,GA,Ware County,HURRICANE IDALIA,4738
8/19/2023,2023,8,Tropical Storm,CA,Inyo County,TROPICAL STORM HILARY,4750
8/27/2023,2023,8,Tropical Storm,FL,Brevard County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Lafayette County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Appling County,HURRICANE IDALIA,4738
9/15/2023,2023,9,Tropical Storm,ME,Androscoggin County,HURRICANE LEE,3598
9/15/2023,2023,9,Tropical Storm,MA,Norfolk County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Marlboro County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Dorchester County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,MA,Hampden County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Kershaw County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Dillon County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,MA,Dukes County,HURRICANE LEE,3599
8/19/2023,2023,8,Tropical Storm,CA,Kern County,TROPICAL STORM HILARY,4750
8/29/2023,2023,8,Tropical Storm,SC,Barnwell County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Charlton County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Colquitt County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Putnam County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Washington County,HURRICANE LEE,3598
8/29/2023,2023,8,Tropical Storm,SC,Greenville County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Pickens County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Candler County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Charlotte County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Edgefield County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Bay County,HURRICANE IDALIA,4734
8/19/2023,2023,8,Tropical Storm,CA,La Jolla Indian Reservation,TROPICAL STORM HILARY,4743
9/15/2023,2023,9,Tropical Storm,MA,Hampshire County,HURRICANE LEE,3599
8/30/2023,2023,8,Tropical Storm,GA,Lowndes County,HURRICANE IDALIA,4738
8/19/2023,2023,8,Tropical Storm,CA,Riverside County,TROPICAL STORM HILARY,4750
8/27/2023,2023,8,Tropical Storm,FL,Union County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Cherokee County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Thomas County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Coffee County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Allendale County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,ME,Cumberland County,HURRICANE LEE,3598
8/30/2023,2023,8,Tropical Storm,GA,Brooks County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Fairfield County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Spartanburg County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Suwannee County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Nassau County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,MA,Suffolk County,HURRICANE LEE,3599
8/27/2023,2023,8,Tropical Storm,FL,Gadsden County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Lexington County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Lancaster County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Leon County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,DeSoto County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Tift County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Calhoun County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,ME,Oxford County,HURRICANE LEE,3598
9/15/2023,2023,9,Tropical Storm,ME,Franklin County,HURRICANE LEE,3598
9/15/2023,2023,9,Tropical Storm,ME,Somerset County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Sumter County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Kennebec County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Marion County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Hampton County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Pinellas County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Jenkins County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Greenwood County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Baker County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Wakulla County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Sagadahoc County,HURRICANE LEE,3598
8/30/2023,2023,8,Tropical Storm,GA,Lanier County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Bulloch County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Pasco County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Echols County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Georgetown County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,MA,Franklin County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Clarendon County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Hamilton County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,MA,Plymouth County,HURRICANE LEE,3599
8/30/2023,2023,8,Tropical Storm,GA,Screven County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Abbeville County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Madison County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Orange County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,MA,Barnstable County,HURRICANE LEE,3599
8/27/2023,2023,8,Tropical Storm,FL,Alachua County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Knox County,HURRICANE LEE,3598
8/19/2023,2023,8,Tropical Storm,CA,Imperial County,TROPICAL STORM HILARY,4750
8/29/2023,2023,8,Tropical Storm,SC,Aiken County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Wayne County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Columbia County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Franklin County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Flagler County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Beaufort County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Volusia County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Osceola County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Lincoln County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Collier County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Marion County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Polk County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Hillsborough County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Seminole County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,York County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Berrien County,HURRICANE IDALIA,4738
9/15/2023,2023,9,Tropical Storm,MA,Essex County,HURRICANE LEE,3599
9/15/2023,2023,9,Tropical Storm,ME,York County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Levy County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Montgomery County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Brantley County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Atkinson County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Gulf County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Lee County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Saluda County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Camden County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Williamsburg County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Jasper County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Pierce County,HURRICANE IDALIA,4738
9/15/2023,2023,9,Tropical Storm,ME,Waldo County,HURRICANE LEE,3598
9/15/2023,2023,9,Tropical Storm,MA,Nantucket County,HURRICANE LEE,3599
8/30/2023,2023,8,Tropical Storm,GA,Bacon County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Colleton County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Liberty County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,MA,Berkshire County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Laurens County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,ME,Hancock County,HURRICANE LEE,3598
8/27/2023,2023,8,Tropical Storm,FL,Sarasota County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,MA,Worcester County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Berkeley County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Oconee County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Newberry County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Burke County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Darlington County,HURRICANE IDALIA,3597
8/19/2023,2023,8,Tropical Storm,CA,Siskiyou County,TROPICAL STORM HILARY,4750
8/29/2023,2023,8,Tropical Storm,SC,Bamberg County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Lake County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,St. Johns County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Toombs County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Calhoun County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Citrus County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Anderson County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Florence County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Horry County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Emanuel County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Taylor County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Dixie County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Gilchrist County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Sumter County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Hardee County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,McCormick County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Hernando County,HURRICANE IDALIA,4734
8/30/2023,2023,8,Tropical Storm,GA,Glynn County,HURRICANE IDALIA,4738
8/27/2023,2023,8,Tropical Storm,FL,Manatee County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Clay County,HURRICANE IDALIA,4734
9/15/2023,2023,9,Tropical Storm,ME,Aroostook County,HURRICANE LEE,3598
8/30/2023,2023,8,Tropical Storm,GA,Tattnall County,HURRICANE IDALIA,4738
9/15/2023,2023,9,Tropical Storm,MA,Middlesex County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Chester County,HURRICANE IDALIA,3597
9/15/2023,2023,9,Tropical Storm,MA,Bristol County,HURRICANE LEE,3599
8/29/2023,2023,8,Tropical Storm,SC,Orangeburg County,HURRICANE IDALIA,3597
8/29/2023,2023,8,Tropical Storm,SC,Charleston County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Jeff Davis County,HURRICANE IDALIA,4738
8/30/2023,2023,8,Tropical Storm,GA,Cook County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Chesterfield County,HURRICANE IDALIA,3597
8/30/2023,2023,8,Tropical Storm,GA,Treutlen County,HURRICANE IDALIA,4738
8/29/2023,2023,8,Tropical Storm,SC,Union County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Lee County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Jefferson County,HURRICANE IDALIA,4734
8/29/2023,2023,8,Tropical Storm,SC,Richland County,HURRICANE IDALIA,3597
8/27/2023,2023,8,Tropical Storm,FL,Duval County,HURRICANE IDALIA,4734
8/27/2023,2023,8,Tropical Storm,FL,Bradford County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Brevard County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Lafayette County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Putnam County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Charlotte County,TROPICAL STORM IDALIA,3596
8/19/2023,2023,8,Tropical Storm,CA,Agua Caliente Indian Reservation,TROPICAL STORM HILARY,4746
8/27/2023,2023,8,Tropical Storm,FL,Bay County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Union County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Suwannee County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Nassau County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Gadsden County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Leon County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,DeSoto County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Sumter County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Marion County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Pinellas County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Baker County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Wakulla County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Pasco County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Hamilton County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Madison County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Orange County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Alachua County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Columbia County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Franklin County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Flagler County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Volusia County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Osceola County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Collier County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Polk County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Hillsborough County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Seminole County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Levy County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Gulf County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Liberty County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Sarasota County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Lake County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,St. Johns County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Calhoun County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Citrus County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Taylor County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Dixie County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Gilchrist County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Hardee County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Hernando County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Manatee County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Clay County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Lee County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Jefferson County,TROPICAL STORM IDALIA,3596
8/27/2023,2023,8,Tropical Storm,FL,Duval County,TROPICAL STORM IDALIA,3596
3/3/2023,2023,3,Severe Storm,KY,Johnson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
3/3/2023,2023,3,Severe Storm,KY,Adair County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
2/21/2023,2023,2,Severe Storm,CA,Sacramento County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
2/21/2023,2023,2,Severe Storm,CA,Del Norte County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
7/14/2023,2023,7,Severe Storm,KS,Rawlins County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747
3/24/2023,2023,3,Severe Storm,AL,Coosa County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710
1/12/2023,2023,1,Severe Storm,AL,Coosa County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684
2/21/2023,2023,2,Severe Storm,CA,Los Angeles County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
3/1/2023,2023,3,Severe Storm,TN,Campbell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712
6/14/2023,2023,6,Severe Storm,OK,McIntosh County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721
6/14/2023,2023,6,Severe Storm,MS,Itawamba County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727
3/3/2023,2023,3,Severe Storm,KY,Hardin County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
6/14/2023,2023,6,Severe Storm,MS,Jefferson Davis County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727
6/14/2023,2023,6,Severe Storm,OK,Choctaw County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721
3/3/2023,2023,3,Severe Storm,KY,Harrison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
8/7/2023,2023,8,Severe Storm,TN,Coffee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4742
2/21/2023,2023,2,Severe Storm,CA,Lake County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
1/12/2023,2023,1,Severe Storm,GA,Crisp County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4685
3/3/2023,2023,3,Severe Storm,KY,Caldwell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
3/1/2023,2023,3,Severe Storm,TN,Lake County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712
2/21/2023,2023,2,Severe Storm,CA,Sonoma County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
6/29/2023,2023,6,Severe Storm,IL,McDonough County,SEVERE STORMS AND FLOODING,4728
6/14/2023,2023,6,Severe Storm,MS,Yazoo County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727
3/3/2023,2023,3,Severe Storm,KY,Gallatin County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
7/14/2023,2023,7,Severe Storm,KS,Pawnee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747
6/29/2023,2023,6,Severe Storm,IL,Hancock County,SEVERE STORMS AND FLOODING,4728
12/9/2023,2023,12,Severe Storm,TN,Weakley County,SEVERE STORMS AND TORNADOES,4751
2/21/2023,2023,2,Severe Storm,CA,Inyo County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699
3/3/2023,2023,3,Severe Storm,KY,Trimble County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702
