,date,year,month,category,state,county,title,fema_number,area
24780,2/10/13,2013,2,Severe Storm,MS,Greene County,"SEVERE STORMS, TORNADOES, AND FLOODING",4101,"46,914"
24787,5/29/13,2013,5,Severe Storm,MO,Barton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4130,"68,898"
24815,7/22/13,2013,7,Severe Storm,KS,Barber County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4150,"81,823"
24861,2/8/13,2013,2,Severe Storm,CT,Mashantucket Pequot Indian Reservation,SEVERE WINTER STORM,3361,"4,845"
24870,2/8/13,2013,2,Severe Storm,NY,Suffolk County,SEVERE WINTER STORM AND SNOWSTORM,4111,
24871,1/8/13,2013,1,Severe Storm,LA,Acadia Parish,SEVERE STORMS AND FLOODING,4102,"43,566"
24882,6/19/13,2013,6,Severe Storm,SD,Beadle County,"SEVERE STORMS, TORNADOES, AND FLOODING ",4137,"75,898"
24890,8/2/13,2013,8,Severe Storm,MO,Barry County,"SEVERE STORMS, STRAIGHT-LINE WINDS AND FLOODING",4144,"68,898"
24908,10/30/13,2013,10,Severe Storm,TX,Caldwell County,SEVERE STORMS AND FLOODING,4159,"261,914"
24912,2/8/13,2013,2,Severe Storm,MA,Barnstable County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4110,"7,838"
24926,6/21/13,2013,6,Severe Storm,IA,Allamakee County,"SEVERE STORMS, TORNADOES, AND FLOODING",4135,"55,875"
24938,6/20/13,2013,6,Severe Storm,MN,Benton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4131,"79,617"
24956,2/8/13,2013,2,Severe Storm,ME,Androscoggin County,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4108,"30,865"
24962,5/24/13,2013,5,Severe Storm,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,"SEVERE STORMS, TORNADO, AND FLOODING",4125,"75,898"
24968,2/24/13,2013,2,Severe Storm,OK,Alfalfa County,SEVERE WINTER STORM AND SNOWSTORM,4109,"68,679"
24985,10/2/13,2013,10,Severe Storm,NE,Adams County,"SEVERE STORMS, WINTER STORMS, TORNADOES AND FLOODING",4156,"76,878"
24995,2/8/13,2013,2,Severe Storm,RI,Bristol County,SEVERE WINTER STORM AND SNOWSTORM,4107,"1,034"
25000,2/8/13,2013,2,Severe Storm,CT,Mashantucket Pequot Indian Reservation,SEVERE WINTER STORM AND SNOWSTORM,4106,"4,845"
25009,5/19/13,2013,5,Severe Storm,IA,Appanoose County,"SEVERE STORMS, TORNADOES, AND FLOODING",4126,"55,875"
25058,2/8/13,2013,2,Severe Storm,NH,Belknap County,SEVERE WINTER STORM AND SNOWSTORM,4105,"8,969"
25066,4/8/13,2013,4,Severe Storm,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,SEVERE WINTER STORM AND SNOWSTORM,4115,"75,898"
25074,10/3/13,2013,10,Severe Storm,SD,Cheyenne River Indian Reservation,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4155,"75,898"
25090,6/26/13,2013,6,Severe Storm,PA,Allegheny County,"SEVERE STORMS, TORNADOES, AND FLOODING",4149,"44,820"
25101,4/9/13,2013,4,Severe Storm,MN,Cottonwood County,SEVERE WINTER STORM,4113,"79,617"
25106,6/26/13,2013,6,Severe Storm,NH,Cheshire County,"SEVERE STORMS, TORNADOES, AND FLOODING",4139,"8,969"
25109,8/8/13,2013,8,Severe Storm,AR,Benton County,SEVERE STORMS AND FLOODING,4143,"52,075"
25115,4/9/13,2013,4,Severe Storm,IA,Dickinson County,SEVERE WINTER STORM,4114,"55,875"
25120,5/17/13,2013,5,Severe Storm,ND,Spirit Lake Reservation,SEVERE STORMS AND FLOODING,4128,"68,994"
25141,1/4/05,2005,1,Severe Storm,KS,Anderson County,"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",1579,"81,823"
25179,9/22/05,2005,9,Severe Storm,AK,Lower Kuskokwim Regional Educational Attendance Area,"SEVERE FALL STORM, TIDAL SURGES, AND FLOODING",1618,"570,641"
25183,10/7/05,2005,10,Severe Storm,MA,Essex County,SEVERE STORMS AND FLOODING,1614,"7,838"
25194,6/1/05,2005,6,Severe Storm,ND,Fort Berthold Indian Reservation,"SEVERE STORMS, FLOODING, AND GROUND SATURATION",1597,"68,994"
25223,5/11/05,2005,5,Severe Storm,NE,Adams County,SEVERE STORMS AND FLOODING,1590,"76,878"
25234,10/30/04,2004,10,Severe Storm,HI,Honolulu County,SEVERE STORMS AND FLASH FLOODING,1575,"6,423"
25235,12/28/04,2004,12,Severe Storm,AZ,Apache County,SEVERE STORMS AND FLOODING,1581,"113,642"
25243,10/7/05,2005,10,Severe Storm,NH,Grafton County,SEVERE STORMS AND FLOODING,1610,"8,969"
25249,1/7/05,2005,1,Severe Storm,AK,North Slope Borough,SEVERE WINTER STORM,1584,"570,641"
25250,1/4/05,2005,1,Severe Storm,WV,Brooke County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1574,"24,087"
25256,4/2/05,2005,4,Severe Storm,NY,Cayuga County,SEVERE STORMS AND FLOODING,1589,
25277,10/14/05,2005,10,Severe Storm,CT,Hartford County,SEVERE STORMS AND FLOODING,1619,"4,845"
25282,1/8/05,2005,1,Severe Storm,UT,Kane County,SEVERE STORMS AND FLOODING,1576,"82,168"
25284,4/1/05,2005,4,Severe Storm,NJ,Bergen County,SEVERE STORMS AND FLOODING,1588,"7,419"
25293,4/2/05,2005,4,Severe Storm,PA,Lackawanna County,SEVERE STORMS AND FLOODING,1587,"44,820"
25304,10/7/05,2005,10,Severe Storm,MA,Bristol County,SEVERE STORMS AND FLOODING,3264,"7,838"
25305,12/27/04,2004,12,Severe Storm,CA,Kern County,"SEVERE STORMS, FLOODING, DEBRIS FLOWS, AND MUDSLIDES",1577,"155,973"
25313,11/15/05,2005,11,Severe Storm,KY,Hopkins County,SEVERE STORMS AND TORNADOES,1617,"39,732"
25315,1/1/05,2005,1,Severe Storm,IN,Jefferson County,SEVERE WINTER STORMS AND FLOODING,1573,"35,870"
25402,7/5/05,2005,7,Severe Storm,LA,Jefferson Parish,Tropical Sorm,1601,"43,566"
25407,3/29/05,2005,3,Severe Storm,ME,Androscoggin County,"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",1591,"30,865"
25420,2/10/05,2005,2,Severe Storm,AZ,Gila River Indian Reservation,SEVERE STORMS AND FLOODING,1586,"113,642"
25432,1/7/05,2005,1,Severe Storm,NV,Clark County,HEAVY RAINS AND FLOODING,1583,"109,806"
25434,10/1/05,2005,10,Severe Storm,KS,Atchison County,SEVERE STORMS AND FLOODING,1615,"81,823"
25439,11/27/05,2005,11,Severe Storm,SD,Aurora County,SEVERE WINTER STORM,1620,"75,898"
25465,6/30/05,2005,6,Severe Storm,KS,Cherokee County,SEVERE STORMS AND FLOODING,1600,"81,823"
25468,12/22/04,2004,12,Severe Storm,OH,Adams County,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1580,"40,953"
25530,6/7/05,2005,6,Severe Storm,SD,Corson County,SEVERE STORM,1596,"75,898"
25537,2/16/05,2005,2,Severe Storm,CA,Kern County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",1585,"155,973"
25544,8/4/09,2009,8,Severe Storm,KY,Trimble County,"SEVERE STORMS, STRAIGHT-LINE WINDS AND FLOODING",1855,"39,732"
25546,5/8/09,2009,5,Severe Storm,IL,Franklin County,"SEVERE STORMS, FLOODING, AND TORNADOES",1850,"55,593"
25554,1/26/09,2009,1,Severe Storm,IL,Alexander County,SEVERE WINTER STORM,1826,"55,593"
25563,7/15/09,2009,7,Severe Storm,TN,Chester County,SEVERE STORMS AND FLOODING,1856,"41,220"
25569,12/11/08,2008,12,Severe Storm,NY,Albany County,SEVERE WINTER STORM,1827,
25578,7/10/09,2009,7,Severe Storm,IA,Black Hawk County,SEVERE STORM,1854,"55,875"
25579,4/25/09,2009,4,Severe Storm,KS,Anderson County,"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES",1849,"81,823"
25607,4/10/09,2009,4,Severe Storm,AL,Cullman County,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1836,"50,750"
25613,3/26/09,2009,3,Severe Storm,GA,Lamar County,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1833,"57,919"
25660,6/12/09,2009,6,Severe Storm,TN,Fayette County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1851,"41,220"
25663,1/26/09,2009,1,Severe Storm,AR,Baxter County,SEVERE WINTER STORM,1819,"52,075"
25693,12/12/08,2008,12,Severe Storm,WA,Adams County,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,1825,"66,582"
25727,1/26/09,2009,1,Severe Storm,IN,Clark County,SEVERE WINTER STORM,1828,"35,870"
25748,10/29/09,2009,10,Severe Storm,AR,Boone County,"SEVERE STORMS, TORNADOES, AND FLOODING",1861,"52,075"
25786,1/26/09,2009,1,Severe Storm,OK,Adair County,SEVERE WINTER STORM,1823,"68,679"
25796,7/8/09,2009,7,Severe Storm,KS,Anderson County,SEVERE STORMS AND FLOODING,1860,"81,823"
25801,11/16/09,2009,11,Severe Storm,NE,Gage County,SEVERE WINTER STORM,1864,"76,878"
25808,3/13/09,2009,3,Severe Storm,ND,Lake Traverse Sisseton Indian Reservation,SEVERE STORMS AND FLOODING,1829,"68,994"
25860,3/25/09,2009,3,Severe Storm,AL,Baldwin County,"SEVERE STORMS, FLOODING, TORNADOES & STRAIGHT-LINE",1835,"50,750"
25881,8/8/09,2009,8,Severe Storm,NY,Allegany County,SEVERE STORMS AND FLOODING,1857,
25887,12/12/09,2009,12,Severe Storm,AL,Barbour County,SEVERE STORMS AND FLOODING,1870,"50,750"
25901,5/8/09,2009,5,Severe Storm,MO,Osage County,"SEVERE STORMS, TORNADOES, AND FLOODING",1847,"68,898"
25954,5/6/09,2009,5,Severe Storm,AL,Autauga County,"SEVERE STORMS, TORNADOES, FLOODING, AND STRAIGHT-LINE WINDS",1842,"50,750"
25958,10/29/09,2009,10,Severe Storm,LA,Beauregard Parish,"SEVERE STORMS, TORNADOES, AND FLOODING",1863,"43,566"
25969,3/25/09,2009,3,Severe Storm,MS,Amite County,"SEVERE STORMS, FLOODING, AND TORNADOES",1837,"46,914"
25980,3/26/09,2009,3,Severe Storm,FL,Bay County,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1831,"53,997"
26003,9/18/09,2009,9,Severe Storm,GA,Crawford County,SEVERE STORMS AND FLOODING,1858,"57,919"
26026,3/11/09,2009,3,Severe Storm,SD,Cheyenne River Indian Reservation,SEVERE STORMS AND FLOODING,1844,"75,898"
26042,3/16/09,2009,3,Severe Storm,MN,Clay County,SEVERE STORMS AND FLOODING,3304,"79,617"
26049,2/10/09,2009,2,Severe Storm,OK,Coal County,SEVERE STORMS AND TORNADOES,1820,"68,679"
26054,11/12/09,2009,11,Severe Storm,NY,Nassau County,SEVERE STORMS AND FLOODING ASSOC W TD IDA & NOR'EASTER,1869,
26056,4/27/09,2009,4,Severe Storm,AR,Arkansas County,"SEVERE STORMS, TORNADOES, AND FLOODING",1845,"52,075"
26094,5/3/09,2009,5,Severe Storm,WV,Gilmer County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1838,"24,087"
26105,11/11/09,2009,11,Severe Storm,VA,Halifax County,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAST,1862,"39,598"
26117,6/18/09,2009,6,Severe Storm,ME,Franklin County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1852,"30,865"
26126,12/11/08,2008,12,Severe Storm,ME,Androscoggin County,SEVERE WINTER STORM AND FLOODING,1815,"30,865"
26133,4/10/09,2009,4,Severe Storm,TN,Benton County,"SEVERE STORMS, TORNADOES, AND FLOODING",1839,"41,220"
26138,12/13/08,2008,12,Severe Storm,OR,Clackamas County,"SEVERE WINTER STORM, RECORD AND NEAR RECORD SNOW",1824,"96,003"
26148,5/3/09,2009,5,Severe Storm,KY,Ballard County,"SEVERE STORMS, TORNADOES, FLOODING AND MUDSLIDES",1841,"39,732"
26172,11/14/09,2009,11,Severe Storm,KS,Marshall County,SEVERE WINTER STORM,1868,"81,823"
26175,5/17/09,2009,5,Severe Storm,FL,Baker County,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1840,"53,997"
26180,1/26/09,2009,1,Severe Storm,MO,Barry County,SEVERE WINTER STORM,1822,"68,898"
26201,6/5/09,2009,6,Severe Storm,NE,Arthur County,"SEVERE STORMS, FLOODING, AND TORNADOES",1853,"76,878"
26218,3/26/09,2009,3,Severe Storm,KS,Barber County,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,1848,"81,823"
26251,10/6/09,2009,10,Severe Storm,AK,Kodiak Island Borough,"SEVERE STORMS, FLOODING, MUDSLIDES, AND ROCKSLIDES",1865,"570,641"
26252,11/11/09,2009,11,Severe Storm,NJ,Atlantic County,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAS,1867,"7,419"
26255,3/8/09,2009,3,Severe Storm,IN,Allen County,"SEVERE STORMS, TORNADOES, AND FLOODING",1832,"35,870"
26271,3/16/09,2009,3,Severe Storm,MN,Red Lake Indian Reservation,SEVERE STORMS AND FLOODING,1830,"79,617"
26301,6/24/21,2021,6,Severe Storm,MO,Andrew County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4612,"68,898"
26322,6/7/21,2021,6,Severe Storm,ND,Burke County,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",4613,"68,994"
26331,2/11/21,2021,2,Severe Storm,OR,Grand Ronde Indian Reservation,SEVERE WINTER STORM,4599,"96,003"
26338,3/25/21,2021,3,Severe Storm,GA,Coweta County,SEVERE STORMS AND TORNADOES,4600,"57,919"
26347,9/7/20,2020,9,Severe Storm,UT,Davis County,STRAIGHT-LINE WINDS,4578,"82,168"
26351,12/29/20,2020,12,Severe Storm,WA,Clallam County,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4593,"66,582"
26369,7/4/21,2021,7,Severe Storm,FL,Alachua County,Tropical Sorm,3561,"53,997"
26406,10/6/21,2021,10,Severe Storm,AL,Jefferson County,SEVERE STORMS AND FLOODING,4632,"50,750"
26408,7/17/21,2021,7,Severe Storm,NH,Cheshire County,SEVERE STORM AND FLOODING,4622,"8,969"
26409,7/9/21,2021,7,Severe Storm,NE,Box Butte County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4616,"76,878"
26423,3/25/21,2021,3,Severe Storm,AL,Jefferson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4596,"50,750"
26431,11/12/20,2020,11,Severe Storm,NC,Alexander County,Tropical Sorm,4588,"48,718"
26450,1/13/21,2021,1,Severe Storm,ID,Benewah County,STRAIGHT-LINE WINDS,4589,"82,751"
26454,6/25/21,2021,6,Severe Storm,MI,Ionia County,"SEVERE STORMS, FLOODING, AND TORNADOES",4607,"56,539"
26459,3/12/10,2010,3,Severe Storm,ME,Hancock County,SEVERE STORMS AND FLOODING,1920,"30,865"
26461,12/18/09,2009,12,Severe Storm,NC,Eastern Band of Cherokee Indians of North Carolina,SEVERE WINTER STORMS AND FLOODING,1871,"48,718"
26475,12/23/09,2009,12,Severe Storm,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,SEVERE WINTER STORM AND SNOWSTORM,1886,"75,898"
26490,8/17/10,2010,8,Severe Storm,TN,Clay County,SEVERE STORMS AND FLOODING,1937,"41,220"
26500,7/20/10,2010,7,Severe Storm,AZ,Hopi Indian Reservation,SEVERE STORMS AND FLOODING,1940,"113,642"
26502,12/22/09,2009,12,Severe Storm,KS,Allen County,SEVERE WINTER STORMS AND SNOWSTORM,1885,"81,823"
26553,12/24/09,2009,12,Severe Storm,OK,Alfalfa County,SEVERE WINTER STORM,1876,"68,679"
26607,1/20/10,2010,1,Severe Storm,ND,Standing Rock Sioux Tribe of North & South Dakota,SEVERE WINTER STORM,1879,"68,994"
26633,6/7/10,2010,6,Severe Storm,KS,Atchison County,"SEVERE STORMS, FLOODING, AND TORNADOES",1932,"81,823"
26674,9/27/10,2010,9,Severe Storm,NC,Beaufort County,"SEVERE STORMS, FLOODING, AND STRAIGHT-LINE WINDS ",1942,"48,718"
26688,3/12/10,2010,3,Severe Storm,RI,Bristol County,SEVERE STORMS AND  FLOODING,1894,"1,034"
26693,4/30/10,2010,4,Severe Storm,TN,Campbell County,"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES ",1909,"41,220"
26742,5/12/10,2010,5,Severe Storm,IA,Des Moines County,SEVERE STORMS AND FLOODING,1928,"55,875"
26744,7/20/10,2010,7,Severe Storm,WI,Calumet County,"SEVERE STORMS, TORNADOES, AND FLOODING",1933,"54,314"
26747,6/1/10,2010,6,Severe Storm,NE,Adams County,SEVERE STORMS AND FLOODING,1924,"76,878"
26808,5/1/10,2010,5,Severe Storm,KY,Ballard County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND TORNADOES",1912,"39,732"
26891,1/19/10,2010,1,Severe Storm,IA,Adair County,SEVERE WINTER STORM,1880,"55,875"
26918,6/15/10,2010,6,Severe Storm,MT,Rocky Boy's Indian Reservation,SEVERE STORMS AND FLOODING,1922,"145,556"
26921,1/17/10,2010,1,Severe Storm,CA,Calaveras County,"SEVERE WINTER STORMS, FLOODING, AND DEBRIS AND MUD FLOWS",1884,"155,973"
26927,1/20/10,2010,1,Severe Storm,AZ,Hopi Indian Reservation,SEVERE WINTER STORM,3307,"113,642"
26932,1/18/10,2010,1,Severe Storm,AZ,White Mountain Apache Tribe,SEVERE WINTER STORMS AND FLOODING,1888,"113,642"
26946,1/20/10,2010,1,Severe Storm,SD,Cheyenne River Indian Reservation,SEVERE WINTER STORM,1887,"75,898"
26978,1/28/10,2010,1,Severe Storm,OK,Adair County,SEVERE WINTER STORM,3308,"68,679"
27055,9/22/10,2010,9,Severe Storm,WI,Buffalo County,SEVERE STORMS AND FLOODING,1944,"54,314"
27064,7/21/10,2010,7,Severe Storm,SD,Beadle County,SEVERE STORMS AND FLOODING,1938,"75,898"
27076,9/13/10,2010,9,Severe Storm,NE,Cass County,"SEVERE STORMS, FLOODING, TORNADO, AND STRAIGHT-LIN",1945,"76,878"
27083,12/23/09,2009,12,Severe Storm,IA,Adair County,SEVERE WINTER STORMS AND SNOWSTORM,1877,"55,875"
27110,7/19/10,2010,7,Severe Storm,IL,Adams County,SEVERE STORMS AND FLOODING,1935,"55,593"
27121,4/23/10,2010,4,Severe Storm,MS,Issaquena County,"SEVERE STORMS, TORNADOES, AND FLOODING",1906,"46,914"
27130,2/23/10,2010,2,Severe Storm,NH,Grafton County,SEVERE WINTER STORM,1892,"8,969"
27136,3/12/10,2010,3,Severe Storm,WV,Summers County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1893,"24,087"
27142,6/2/10,2010,6,Severe Storm,ID,Adams County,SEVERE STORMS AND FLOODING,1927,"82,751"
27149,12/1/10,2010,12,Severe Storm,VT,Chittenden County,SEVERE STORM,1951,"9,249"
27152,4/1/10,2010,4,Severe Storm,ND,Standing Rock Sioux Tribe of North & South Dakota,SEVERE WINTER STORM,1901,"68,994"
27165,3/12/10,2010,3,Severe Storm,CT,New Haven County,SEVERE STORMS AND FLOODING,1904,"4,845"
27170,3/14/10,2010,3,Severe Storm,NH,Hillsborough County,SEVERE STORMS AND FLOODING,1913,"8,969"
27172,6/13/10,2010,6,Severe Storm,OK,Beaver County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1926,"68,679"
27179,10/3/10,2010,10,Severe Storm,AZ,Havasupai Indian Reservation,SEVERE STORMS AND FLOODING,1950,"113,642"
27180,5/1/10,2010,5,Severe Storm,MS,Marshall County,"SEVERE STORMS, TORNADOES, AND FLOODING",1916,"46,914"
27189,3/12/10,2010,3,Severe Storm,NJ,Hunterdon County,SEVERE STORMS AND FLOODING,1897,"7,419"
27205,3/12/10,2010,3,Severe Storm,MA,Bristol County,SEVERE STORMS AND  FLOODING,1895,"7,838"
27212,3/13/10,2010,3,Severe Storm,NY,Nassau County,SEVERE STORMS AND FLOODING,1899,
27221,4/24/10,2010,4,Severe Storm,AL,DeKalb County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1908,"50,750"
27224,6/1/10,2010,6,Severe Storm,IA,Adams County,"SEVERE STORMS, FLOODING, AND TORNADOES",1930,"55,875"
27285,3/12/10,2010,3,Severe Storm,RI,Bristol County,SEVERE STORMS AND FLOODING,3311,"1,034"
27290,6/16/10,2010,6,Severe Storm,SD,Cheyenne River Indian Reservation,"SEVERE STORMS, TORNADOES, AND FLOODING",1929,"75,898"
27294,9/22/10,2010,9,Severe Storm,SD,Flandreau Indian Reservation,SEVERE STORMS AND FLOODING,1947,"75,898"
27299,2/5/10,2010,2,Severe Storm,DC,District of Columbia County-equivalent,SEVERE WINTER STORMS AND SNOWSTORMS,1890,
27300,4/2/10,2010,4,Severe Storm,SD,Corson County,SEVERE WINTER STORM,1914,"75,898"
27303,5/10/10,2010,5,Severe Storm,OK,Alfalfa County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1917,"68,679"
27319,12/22/09,2009,12,Severe Storm,NE,Adams County,SEVERE WINTER STORMS AND SNOWSTORM,1878,"76,878"
27377,9/22/10,2010,9,Severe Storm,MN,Blue Earth County,SEVERE STORMS AND FLOODING,1941,"79,617"
27406,12/23/09,2009,12,Severe Storm,AR,Bradley County,SEVERE STORMS AND FLOODING,1872,"52,075"
27431,2/23/10,2010,2,Severe Storm,ME,Cumberland County,SEVERE WINTER STORM,1891,"30,865"
27436,6/12/10,2010,6,Severe Storm,MO,Adair County,"SEVERE STORMS, FLOODING, AND TORNADOES",1934,"68,898"
27473,7/17/10,2010,7,Severe Storm,KY,Elliott County,"SEVERE STORMS, FLOODING, AND MUDSLIDES",1925,"39,732"
27481,4/27/14,2014,4,Severe Storm,AR,Clay County,"SEVERE STORMS,TORNADOES, AND FLOODING",4174,"52,075"
27493,11/5/13,2013,11,Severe Storm,AK,Lower Kuskokwim Regional Educational Attendance Area,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4162,"570,641"
27497,7/27/14,2014,7,Severe Storm,NM,Pueblo of Acoma,SEVERE STORMS AND FLOODING,4197,"121,365"
27505,8/7/14,2014,8,Severe Storm,HI,Hawaii County,Tropical Sorm,4194,"6,423"
27507,9/15/14,2014,9,Severe Storm,NM,Colfax County,SEVERE STORMS AND FLOODING,4199,"121,365"
27515,8/18/14,2014,8,Severe Storm,KY,Floyd County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4196,"39,732"
27519,6/14/14,2014,6,Severe Storm,NE,Cedar County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4183,"76,878"
27531,6/5/14,2014,6,Severe Storm,TN,Anderson County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4189,"41,220"
27554,1/5/14,2014,1,Severe Storm,IN,Allen County,SEVERE WINTER STORM AND SNOWSTORM,4173,"35,870"
27584,6/26/14,2014,6,Severe Storm,IA,Audubon County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4187,"55,875"
27608,2/6/14,2014,2,Severe Storm,OR,Benton County,SEVERE WINTER STORM,4169,"96,003"
27612,4/28/14,2014,4,Severe Storm,FL,Bay County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4177,"53,997"
27621,2/12/14,2014,2,Severe Storm,MD,Baltimore County,SNOWSTORM,4170,"9,775"
27624,8/21/14,2014,8,Severe Storm,MT,Fort Belknap Indian Reservation,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4198,"145,556"
27630,12/5/13,2013,12,Severe Storm,OK,Choctaw County,SEVERE WINTER STORM,4164,"68,679"
27634,5/13/14,2014,5,Severe Storm,NY,Allegany County,SEVERE STORMS AND FLOODING,4180,
27645,6/1/14,2014,6,Severe Storm,NE,Burt County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4185,"76,878"
27657,6/3/14,2014,6,Severe Storm,IA,Adams County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4181,"55,875"
27666,4/28/14,2014,4,Severe Storm,MS,Newton County,"SEVERE STORMS, TORNADOES, AND FLOODING",4175,"46,914"
27679,4/28/14,2014,4,Severe Storm,AL,Bullock County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4176,"50,750"
27700,9/9/14,2014,9,Severe Storm,MO,Adair County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4200,"68,898"
27720,5/3/20,2020,5,Severe Storm,TN,Benton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4550,"41,220"
27740,8/10/20,2020,8,Severe Storm,IA,Sac and Fox Tribe of the Mississippi in Iowa,SEVERE STORMS AND STRAIGHT-LINE WINDS,4561,"55,875"
27741,4/19/20,2020,4,Severe Storm,AL,Barbour County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4554,"50,750"
27751,4/22/20,2020,4,Severe Storm,MS,Amite County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4551,"46,914"
27762,2/6/20,2020,2,Severe Storm,NC,Alexander County,"SEVERE STORMS, TORNADOES, AND FLOODING",4543,"48,718"
27781,2/3/20,2020,2,Severe Storm,KY,Bell County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4540,"39,732"
27808,8/10/20,2020,8,Severe Storm,IA,Dallas County,SEVERE STORMS,4557,"55,875"
27831,1/10/20,2020,1,Severe Storm,MS,Bolivar County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4478,"46,914"
27844,10/31/19,2019,10,Severe Storm,VT,Addison County,SEVERE STORM AND FLOODING,4474,"9,249"
27852,2/6/20,2020,2,Severe Storm,SC,Anderson County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4479,"30,111"
27862,2/10/20,2020,2,Severe Storm,MS,Attala County,"SEVERE STORMS, FLOODING, AND MUDSLIDES",4538,"46,914"
27877,2/5/20,2020,2,Severe Storm,AL,Blount County,SEVERE STORMS AND FLOODING,4546,"50,750"
27896,4/12/20,2020,4,Severe Storm,TN,Campbell County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4541,"41,220"
27905,3/27/20,2020,3,Severe Storm,HI,Kauai County,SEVERE STORMS AND FLOODING,4549,"6,423"
27906,6/29/20,2020,6,Severe Storm,ND,Benson County,SEVERE STORMS AND FLOODING,4565,"68,994"
27912,4/12/20,2020,4,Severe Storm,SC,Georgetown County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4542,"30,111"
27922,5/3/20,2020,5,Severe Storm,MO,Bates County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4552,"68,898"
